phrase,is_ingredient
"9  slices  cinnamon-raisin bread, cut in 1/2",1
apple-cinnamon bread pudding,0
place oven rack in middle position.,0
heat oven to 350 degrees fahrenheit.,0
"lightly  grease 9 or 10"" deep-dish pie plate. have ready a roasting pan larger than the pie plate.",0
"in a large bowl, toss apple slices with 2 tablespoons cinnamon-sugar.",0
place a large skillet over medium heat.,0
add 1 tablespoon butter; spread half of the apples to cover bottom.,0
cook 1 minute per side or until partially cooked.,0
remove to a large plate.,0
repeat with another 1 tablespoon butter and remaining apples.,0
add to plate.,0
"meanwhile, put eggs,  milk, vanilla and remaining cinnamon-sugar in the bowl.",0
add remaining 1  tablespoon melted butter; whisk until ingredients are well blended.,0
spread bread cubes in pie plate.,0
arrange apple slices in concentric circles on top.,0
pour egg mixture evenly over apples; sprinkle with  reserved 1 teaspoon cinnamon-sugar.,0
set pie plate in roasting pan.,0
place pan on middle rack of oven; add very hot water to roasting pan to come half way up sides of pie plate.,0
bake for 40 to 45 minutes until a knife inserted near  center comes out clean.,0
remove pie plate from water.,0
"serve warm, at room  temperature, or cold.",0
"







                            
                                submit a correction
                            
                        





",0
"4  tomatoes, chopped",1
1  cup  corn kernel,1
"2  green onions, chopped",1
"2  tablespoons  fresh basil, chopped",1
1  tablespoon  parsley,1
2  tablespoons  balsamic vinegar,1
  salt and pepper,1
1⁄2 teaspoon  honey mustard,1
tomato salad,0
"mix tomatoes, corn, green onion, basil, parsley, balsamic vinegar, salt and pepper and honey mustard together.",0
marinate 20 minutes at room temperature.,0
"







                            
                                submit a correction
                            
                        





",0
"1  large  vidalia onion, chopped",1
"2  large  tomatoes, chopped",1
"1⁄2 lb  lowfat mozzarella cheese, chopped",1
6  tablespoons  olive oil,1
2  tablespoons  wine vinegar,1
"1⁄4 cup  basil, chopped",1
 pepper,1
"1⁄2 teaspoon  garlic, chopped",1
"vidalia onion, tomato and basil salad",0
mix all ingredients together and let marinate 20 minutes at room temperature.,0
"







                            
                                submit a correction
                            
                        





",0
"  pie dough (1 batch, enough for two-crust pie)",1
4  cups  blueberries,1
4  teaspoons  lemon juice,1
3⁄4 cup  sugar,1
1⁄4 cup  all-purpose flour,1
"1  teaspoon  lemon zest, grated",1
"1⁄2 teaspoon  cinnamon, ground",1
"1⁄4 teaspoon  nutmeg, ground",1
1⁄8 teaspoon  salt,1
2  tablespoons  margarine,1
blue mountain blueberry pie,0
have an 8-inch double crust pie shell ready.,0
"sort, rinse and drain blueberries.",0
sprinkle lemon juice over berries.,0
"combine sugar, flour, lemon peel, cinnamon,  nutmeg and salt. toss this mixture gently with the blueberries to coat well.",0
"put  berry mixture into pie shell; dot with margarine. place second crust on top of  pie, seal edges and cut 3 slashes in top to allow steam to escape. bake in  preheated 450°f oven for 10 minutes.",0
lower heat to 350°f and continue  baking 30-35 minutes more. cool pie before slicing.,0
"notes : this is an old fashioned pie recipe that is juicy, fragrant and  delicious.  it is important to use the freshest blueberries you can find.",0
"







                            
                                submit a correction
                            
                        





",0
2  cups  flour,1
1  cup  sugar,1
"2  teaspoons  lime peel, finely grated",1
1  teaspoon  baking powder,1
"1⁄4 cup  butter, cold, cut in small pieces",1
3⁄4 cup  dried tart cherry,1
"3  large  eggs, beaten",1
1 1⁄4 cups  pistachio nuts,1
cherry-pistachio biscotti,0
oven to 350 degrees.,0
"lightly grease a large cookie sheet. in a food processor,  process flour, sugar, lime peel and baking powder until blended.",0
add butter and  cherries.,0
pulse until cherries are coarsely chopped.,0
spoon off and reserve 1  tablespoon of beaten eggs.,0
add remaining eggs and pistachios and pulse until  dough is evenly moistened.,0
turn dough out onto on a well-floured surface.(dough  will be sticky). divide dough in 1/4s.,0
"with hands, roll each portion into a 9""  log.",0
"place logs crosswise 3"" apart on prepared baking sheet. press logs to  flatten to 2"" wide. brush with reserved egg.",0
bake 25 min.  or until golden brown.,0
let cool on sheet on a wire rack 10 min.,0
loosen with a spatula and remove to a  cutting board.,0
let cool 10 min.  longer.,0
"using a large heavy knife, cut each log  diagonally in 1/2"" thick slices.",0
arrange slices upright on clean cookie sheet  (no need to grease sheet). bake 14-16 min.,0
longer until crisp.,0
remove to wire  rack to cool (cookies will get even more crisp).   - - - - - - - - - - - - - - - - - -,0
"







                            
                                submit a correction
                            
                        





",0
2 1⁄2 cups  flour,1
1  teaspoon  baking powder,1
1⁄2 teaspoon  baking soda,1
1⁄2 teaspoon  salt,1
2  tablespoons  olive oil,1
"1  tablespoon  orange rind, grated",1
3  tablespoons  fresh orange juice,1
"2  eggs, lightly beaten",1
1  cup  sugar,1
"1  cup  toasted hazelnuts, chopped",1
"chocolate glaze3  ounces  bittersweet chocolate, finely chopped",1
1  tablespoon  shortening,1
orange hazelnut biscotti,0
oven to 350 degrees.,0
lightly grease baking sheets.,0
"combine flour, baking powder, baking soda and salt in a bowl.",0
"beat oil, orange peel, orange juice, eggs and  sugar in large bowl until smooth.",0
"on low speed, beat flour mixture into orange  mixture. add hazelnuts.",0
"divide dough in half; shape each half into 10x1 1/2"" log on floured work surface. place logs on prepared sheets.",0
bake for about 30 min.,0
cool on baking sheets on racks for 10 min.,0
"slice diagonally into 1/2"" thick  slices.",0
lay slices back on baking sheets.,0
bake 10 min.,0
remove baking sheets from oven; turn biscotti over.,0
bake another 10 min.,0
remove biscotti from baking  sheets to wire racks to cool.,0
chocolate glaze: combine chocolate and vegetable  shortening in small saucepan.,0
"melt over low heat, stirring frequently, until  smooth.",0
cool slightly.,0
dip cooled biscotti into chocolate mixture. cool on wire  rack.,0
"







                            
                                submit a correction
                            
                        





",0
1  cup  sugar,1
2 1⁄2 tablespoons  cornstarch,1
"2⁄3 cup  water, cold",1
1⁄2 cup  blueberries,1
1  tablespoon  butter,1
1  tablespoon  lemon juice,1
"1  teaspoon  lemon, rind of (optional)",1
2  cups  blueberries,1
"1    pie shell, baked",1
alaskan blueberry pie,0
cook the first seven ingredients until very thick.,0
fold in the 2 cups fresh or frozen blueberries and pour into a baked pie shell.,0
let pie cool and top with whipped cream.,0
"







                            
                                submit a correction
                            
                        





",0
1  cup  part-skim ricotta cheese,1
"4  ounces  mozzarella cheese, shredded",1
"4  ounces  ham, finely chopped or 4  ounces  ham, cooked, ground, finely chopped",1
2  teaspoons  oregano leaves,1
4 (1  ounce)  ready-to-bake refrigerated buttermilk flaky biscuits,1
calzones ii,0
preheat oven to 400f and spray baking sheet with cooking spray.,0
in bowl combine first four ingredients; set aside.,0
"roll  each biscuit between 2 sheets of floured wax paper, forming  four 6-inch circles.",0
spoon 1/4 of cheese mixture onto center of  each.,0
"moisten edges of dough slightly, then fold each circle in half over the cheese filling (the edges can be attractively crimped with the times of a fork).",0
bake ten minutes or until golden brown.,0
"







                            
                                submit a correction
                            
                        





",0
"700  g  topside steak, cubed",1
 flour,1
  salt and pepper,1
"2  slices  bacon, rind removed",1
"4  tamarillos, sliced",1
"3  medium  onions, sliced",1
"3  medium  potatoes, sliced",1
1  tablespoon  butter,1
tamarillo steak casserole,0
toss cubes of steak in a mixture of flour and salt and pepper.,0
place in a casserole and cover with the bacon.,0
"cover with a layer of tamarillos, a layer of onions, then a layer of potatoes.",0
cover tightly and bake at 180 degrees celsius (350 degrees fahrenheit) for 2 hours.,0
about 30 minutes before the end of cooking remove the lid and dot the potatoes with butter.,0
"







                            
                                submit a correction
                            
                        





",0
6  chicken breasts,1
10 3⁄4 ounces  cream of celery soup,1
10 3⁄4 ounces  cream of mushroom soup,1
 milk (1 soup can full),1
"12  tortillas, torn, divided",1
"1 (4  ounce) can green chilies, chopped, divided",1
"1  lb  cheddar cheese, grated, divided",1
fha chicken chilies casserole,0
"bake chicken, wrapped in foil, at 400 degrees fahrenheit for 1 hour.",0
cut into bite sized  pieces.,0
"blend cream of celery soup, cream of mushroom soup and milk in a bowl.",0
"layer 1/3 of the soup mixture, half the tortillas, chicken, onion, green chilies and cheese in a 9 x l3-inch baking dish.",0
"repeat with half the remaining soup mixture, remaining tortillas, chicken,  onion, green chilies, remaining soup mixture and cheese.",0
bake at 350 degrees fahrenheit for  1 hour.,0
"







                            
                                submit a correction
                            
                        





",0
12  chicken drumsticks,1
1 (2  ounce) packet onion soup mix,1
2  tablespoons  cornflour,1
1  teaspoon  ground ginger,1
2  cups  apricot puree,1
  salt and pepper,1
" chives, chopped",1
apricot chicken casserole,0
place chicken drumsticks in a casserole dish.,0
"mix onion soup mix, cornflour and ginger into the apricot puree.",0
season with salt and pepper.,0
pour over the chicken.,0
cover and bake at 180 degrees celsius (350 degrees fahrenheit) for 50 to- 55 minutes or until chicken is cooked.,0
"to serve, sprinkle with chopped chives.",0
"







                            
                                submit a correction
                            
                        





",0
"bars1  cup  brown sugar, firmly packed",1
"1⁄2 cup  butter, room temperature",1
1  cup  unsweetened applesauce,1
1  large  egg,1
1 1⁄2 cups  flour,1
1  teaspoon  baking soda,1
1  teaspoon  cinnamon,1
1⁄4 teaspoon  salt,1
1⁄4 teaspoon  ground cloves,1
1  teaspoon  ground nutmeg,1
2  cups  kellogg's just right cereal,1
glaze2  tablespoons  butter,1
"1⁄4 cup  brown sugar, firmly packed",1
1  teaspoon  powdered sugar,1
luscious applesauce bars,0
preheat oven to 350 degrees fahrenheit.,0
grease and flour a 13x9-inch pan.,0
"in a large bowl, cream brown sugar and butter until light and fluffy.",0
add applesauce and egg; blend well.,0
"stir in flour, baking soda, cinnamon, salt, cloves and  nutmeg until well mixed.",0
stir in cereal.,0
spread mixture into prepared pan.,0
bake for 25 to 30 minutes or until toothpick inserted in center comes out  clean.,0
prepare glaze:,0
melt butter over low heat and stir in brown sugar.,0
"cook about 1  minute or until mixture bubbles, stirring constantly.",0
remove from heat and stir in powdered sugar.,0
"while glaze is still hot, drizzle it over warm bars.",0
cool completely; cut into squares.,0
"







                            
                                submit a correction
                            
                        





",0
"2  cups  rhubarb, diced",1
1  cup  sugar,1
1⁄2 cup  shortening,1
1  cup  brown sugar,1
1  egg,1
1  teaspoon  baking soda,1
1⁄4 teaspoon  salt,1
1  teaspoon  cinnamon,1
2  cups  flour,1
1⁄2 teaspoon  vanilla,1
 confectioners' sugar,1
remarkable rhubarb bites,0
preheat oven to 350°f.,0
mix together rhubarb and 1/2 cup sugar.,0
"set aside.  cream shortening, remaining 1/2 cup sugar and brown sugar.",0
"add egg and then  stir in baking soda, salt, cinnamon and flour.",0
"stir in vanilla, then rhubarb  mixture. place batter in a greased and floured 13x9"" baking pan and bake for  40-45 minutes.",0
"let cool, sprinkle with confectioners' sugar and cut into 2"" squares.",0
nancy {:-).,0
"







                            
                                submit a correction
                            
                        





",0
2  cups  whipping cream (or more!),1
1 -2  cup  sherry wine (or more!),1
"2  cups  fruit cocktail, drained",1
"2  bananas, sliced",1
"2  cups  fresh strawberries or 2  cups  frozen strawberries (pureed, leaving 6-8 whole for garnish)",1
"1    sponge cake, cut into cubes (see recipe below or use store bought sponge or flan cake )",1
"5  eggs, separated",1
1  tablespoon  lemon juice,1
1  cup  sugar,1
1  cup  flour,1
"2  tablespoons  butter, melted",1
1  teaspoon  salt,1
english sherry trifle,0
spoon approximately 1/3 of whipping cream into bottom of glass serving bowl.,0
"next, a layer of 1 cup fruit cocktail, a layer of banana, a layer of 1 cup  puried strawberries, and finally half of the sponge cubes.",0
pour 1 cup of sherry over cake cubes.,0
"put 1/3 whipping cream on top, and repeat with alternate layers  of fruit cocktail, banana, strawberry, and cubes with sherry.",0
"top with remaining whipped cream, and whole berries for garnish.",0
"sponge cake:  beat egg yolks and lemon juice until pale, add 3/4 cup sugar and beat well.",0
"in a separate bowl, beat egg whites, add salt, and 1/4 cup sugar beating until stiff.",0
stir 1/4 of the whites into yolk mixture.  spoon the rest carefully into yolk.,0
"sift flour on top, fold in melted butter until blended.",0
preheat oven to 350 degrees f.,0
"pour batter into tube pan, bake 45 minutes (or until toothpick comes out clean).  invert and cool.",0
"







                            
                                submit a correction
                            
                        





",0
3⁄4 cup  granulated sugar,1
"3⁄4 cup  brown sugar, packed",1
"3⁄4 cup  margarine or 3⁄4 cup  butter, softened",1
1  teaspoon  vanilla,1
2  eggs,1
2  cups  all-purpose flour,1
"1  cup  corn flakes, slightly crushed",1
"1  cup  pecans, chopped, divided",1
2⁄3 cup m&m;'s whole plain chocolate candy,1
3⁄4 cup  quick-cooking oats,1
1  teaspoon  baking soda,1
1⁄2 teaspoon  baking powder,1
1⁄2 teaspoon  salt,1
1⁄3 cup m&m;'s whole plain chocolate candy,1
m&m super snack bars,0
heat oven to 350 degrees fahrenheit.,0
"mix granulated sugar, brown sugar, margarine, vanilla and eggs in large bowl until well blended.",0
"stir in flour, corn flakes, 3/4 cup of the pecans, 2/3 cup m&m candies, oats, baking soda, baking powder and salt.",0
spread mixture in an ungreased 13x9x2 inch rectangular pan.,0
sprinkle remaining pecans and 1/3 cup m&m candies.,0
bake until golden brown 35 to 40 minutes; cool.,0
"cut into 2"" x 1-1/4 inch bars.",0
high altitude directions (3500 to 6500) feet:,0
heat oven to 375 degrees fahrenheit.,0
decrease granulated sugar to 2/3 cup and brown sugar to 2/3 cup.,0
bake 30 to 35 minutes.,0
"







                            
                                submit a correction
                            
                        





",0
3⁄4 teaspoon  all-purpose flour,1
"1 1⁄2 teaspoons  ginger, ground",1
"1 1⁄2 teaspoons  nutmeg, ground",1
6  tablespoons  vegetable shortening,1
"1⁄2 cup  light brown sugar, packed",1
1⁄4 cup  molasses,1
1  tablespoon  brandy,1
spice scones,0
preheat oven to 350 degrees fahrenheit.,0
"combine the flour, ginger, and nutmeg.",0
"in a large mixing  bowl, cream vegetable shortening and brown sugar.",0
beat in the molasses and brandy.,0
gradually blend in the dry ingredients.,0
drop the dough by spoonfuls 2-1/2 inches apart onto ungreased cookie sheets.,0
bake 5 to 6 minutes until golden brown.,0
"as  soon as the cookies are cool enough to handle, remove them from the baking sheet and roll up around metal cone shapes.",0
place seam side down on wire racks to cool.,0
nancy {:-).,0
"







                            
                                submit a correction
                            
                        





",0
"1⁄2 cup  butter, softened",1
1⁄2 cup  shortening,1
1⁄2 cup  sugar,1
1⁄2 cup packed brown sugar,1
2  eggs,1
1  cup  all-purpose flour,1
1  teaspoon  orange extract,1
1  cup  fruit loops cereal,1
"icing1  cup  confectioners' sugar, sifted",1
1  tablespoon  orange juice,1
"  fruit loops cereal, to garnish",1
fruit loop cookies and orange icing,0
preheat oven to 375°f.,0
"cream together butter, shortening, sugar and brown sugar.",0
"add eggs one at a time, beating well after each addition.",0
"add flour, baking powder, baking soda, salt, and orange extract; mix well.",0
stir in fruit loops.,0
drop by level tablespoonfuls onto a baking sheet or baking stone.,0
"bake for 10-12 minutes, until light golden brown.",0
remove baking sheet from oven and allow cookie to cool on baking sheet for about 5 minutes before moving them to a wire rack to cool completely.,0
"for orange icing, combine confectioners' sugar and orange juice together in a small bowl, mixing until smooth.",0
ice cookies and garnish with additional fruit loops.,0
"







                            
                                submit a correction
                            
                        





",0
8  cups  water,1
1  teaspoon  salt,1
"4  cups  green cabbage or 4  cups  chinese cabbage, coarsely chopped",1
3 1⁄2 cups  bean sprouts,1
"3  cups  green beans, cut (or canned)",1
2  medium  potatoes,1
"3  eggs, hard boiled",1
1⁄2 english cucumber (long cucumber),1
1 2⁄3 cups  peanut sauce,1
gado gado: indonesian salad,0
"bring the water to a boil; add salt, cabbage, bean sprouts, and green beans.",0
boil vegetables for 5 minutes; drain.,0
boil potatoes in a separate pot until tender then peel them.,0
"cut potatoes, eggs and cucumber into slices.",0
heat peanut sauce on low heat.,0
arrange the green vegetables on a very large platter.,0
"cover them with the sliced potatoes, eggs and cucumbers.",0
pour the peanut sauce over the entire platter and serve.,0
serving ideas : serve with white rice and a meat dish.,0
notes : the peanut sauce may be made by hand or bought.,0
we put the gado gado in a large casserole dish.,0
"







                            
                                submit a correction
                            
                        





",0
1  kg  potato,1
2  tablespoons  olive oil,1
"1  lemon, juice and grated zest",1
4  tablespoons  water,1
"6  cloves  garlic, peeled",1
4  bay leaves,1
2  rosemary sprigs,1
"1  teaspoon  fresh thyme, chopped",1
1⁄2 teaspoon  dried oregano,1
1  pinch  sugar,1
  salt & pepper,1
"2  tablespoons  parsley, chopped",1
greek lemon potatoes,0
preheat the oven to 200c/400f/gas 6.,0
cut the potatoes into bite sized  chunks and put them in a large ovenproof dish.,0
"add the olive oil, lemon  rind and juice, water, garlic, bay leaves, rosemary, thyme, oregano,  sugar, salt and pepper.",0
stir well.,0
bake the potatoes for 1-1 1/4 hours or  until they are cooked through and crispy.,0
stir every now and then during  cooking to coat with the herby oil.,0
finally sprinkle with the chopped  parsley.,0
"







                            
                                submit a correction
                            
                        





",0
1⁄2 cup  butter,1
1⁄4 teaspoon  nutmeg,1
8  tablespoons  flour,1
 salt,1
4  cups  milk,1
 white pepper,1
4 -6    egg yolks,1
"8  ounces  macaroni, cooked and drained (2 cups raw)",1
1  ounce  butter,1
 salt,1
"1  large  onion, finely chopped",1
" pepper, freshly ground",1
1 1⁄2 lbs  ground beef,1
1⁄4 teaspoon  cinnamon,1
2  tablespoons  tomato paste,1
1⁄2 cup  dried breadcrumbs,1
3⁄4 cup  red wine,1
"1 1⁄2 cups  kefalotyri or 1 1⁄2 cups  parmesan cheese, grated",1
1⁄2 teaspoon  nutmeg,1
pastitsio,0
preheat oven to 350°f.,0
"melt 1 oz of butter in large skillet and saute onion til soft and transparent. add the meat, cook until browned.",0
"mix tomato paste with wine and add to meat. continue cooking, adding nutmeg, salt, pepper, and cinnamon.",0
"cook about 15 minutes, take off heat, cool and mix in half the breadcrumbs and half the grated cheese. set aside. do not allow meat to ""bulk"", keep it separated.",0
"cook the macaroni in boiling water with oil til soft. drain and set aside. make crema: melt butter, add flour, cook briefly stirring constantly.",0
gradually add milk stirring constantly until it starts to boil and thickens   slightly.,0
add seasonings.,0
"in a separate bowl, beat eggs.",0
"add about 1 cup of   the hot sauce to the eggs, stirring constantly.",0
"add the egg mixture back into   the saucepan, stirring constantly.",0
stir in 1/4 cup cheese. to assemble: grease a baking dish (like a lasagna pan) and sprinkle it with breadcrumbs.,0
spread half the cooked pasta over the bottom of the dish and sprinkle it with 1/4 cup reserved cheese. spread all of the meat over the pasta.,0
pour half the sauce over the meat and spread the rest of the pasta over it. sprinkle it with 2 tablespoons of cheese.,0
pour the rest of the sauce on top and smooth with a spatula.,0
sprinkle with the rest of the cheese and breadcrumbs and bake in the preheated oven 50-60 minutes.,0
let stand 10 minutes before cutting into squares.,0
"







                            
                                submit a correction
                            
                        





",0
"2  cups  fresh corn kernels or 2  cups  frozen corn kernels, cooked",1
"5  medium  tomatoes, cut in chunks",1
"1  cup  black beans, rinsed, cooked, drained (can use canned, can also substitute shrimp or tuna)",1
"1⁄2 cup  fresh coriander (cilantro) or 1⁄2 cup  basil, finely chopped (cilantro)",1
1  tablespoon  extra virgin olive oil,1
"1  garlic clove, minced",1
"1    jalapeno, seeded minced",1
"4  green onions, finely chopped",1
1  teaspoon  salt,1
1  teaspoon  pepper,1
8  ounces  penne (or other short pasta 3 cups),1
"1  cup  feta cheese, crumbled (5 oz)",1
summer corn and tomato pasta,0
"in large bowl, stir together corn, tomatoes, beans, coriander, olive oil, garlic, jalapeno, green onions, salt and pepper.",0
let stand at room temperature for 15 minutes or for up to 2 hours.,0
"in large pot of boiling water, cook pasta for 8 minutes or until tender but firm; drain and return to pot.",0
add tomato mixture; stir over medium heat just until heated through.,0
serve sprinkled with feta.,0
make ahead:,0
"to serve cold, rinse hot pasta  under cold water and add to tomato mixture; cover and refrigerate for up to 1  day.",0
"







                            
                                submit a correction
                            
                        





",0
1  tablespoon  olive oil,1
"1  cup  onion, chopped",1
"1  tablespoon  fresh ginger, peeled, minced",1
1  teaspoon  cumin seed,1
"1  teaspoon  turmeric, ground",1
"1⁄2 teaspoon  red pepper, crushed",1
"4  garlic cloves, minced",1
"2  cups  cauliflower florets, chopped",1
"2  cups  tomatoes, chopped",1
2 1⁄2 cups  water,1
1  cup  dried lentils,1
2  tablespoons  fresh lime juice,1
"1  tablespoon  fresh cilantro, minced",1
3⁄4 teaspoon  salt,1
"6  cups  cooked basmati rice or 6  cups  long grain rice, cooked",1
lentil dal,0
heat olive oil in large saucepan over medium-high heat.,0
"add onion, ginger, cumin, turmeric, red peppers, and garlic.",0
saute 2 minutes.,0
add cauliflower and tomatoes; saute 1 minute.,0
stir in water and lentils; bring to a boil.,0
"cover, reduce heat, and simmer 35 minutes or until lentils are tender.",0
"stir in lime  juice, cilantro, and salt.",0
serve 1 cup lentil mixture with 1 cup rice.,0
"







                            
                                submit a correction
                            
                        





",0
1  cup  flour,1
"1⁄3 cup  butter or 1⁄3 cup  margarine, softened",1
2  eggs,1
1  cup  brown sugar,1
1⁄4 teaspoon  baking powder,1
1  teaspoon  vanilla,1
"1  cup  macadamia nuts, chopped",1
3⁄4 cup  granola-type cereal,1
3⁄4 cup  powdered sugar,1
1 1⁄2 tablespoons  lemon juice,1
"1  teaspoon  lemon, rind of, grated",1
macadamia nut lemon squares,0
combine flour and butter and mix until crumbly.,0
press into greased 8-inch square pan.,0
bake at 350 degrees f for 16 minutes.,0
"in a mixing bowl combine eggs, brown sugar, baking powder and vanilla; beat with an electric mixer for 2 minutes.",0
stir in 3/4 cup macadamia nuts and cereal.,0
pour over hot crust and spread evenly.,0
return to oven and bake 25 minutes or until firm in center when touched.,0
remove from oven and partially cool.,0
"combine powdered sugar, lemon juice and lemon peel; beat well.",0
spread over macadamia nut crust. sprinkle with the remaining 1/4 cup macadamia nuts.,0
cool.,0
cut into 2-inch squares.,0
"recipe courtesy of macadamia nut festival, hilo, big island hi.",0
"







                            
                                submit a correction
                            
                        





",0
2  eggs,1
1  cup  flour,1
1 1⁄4 cups  milk,1
"2  tablespoons  butter, melted",1
1⁄8 teaspoon  salt,1
basic crepes ii,0
combine all ingredients in a blender.,0
whirl one minute; scrape down and blend 15 seconds more.,0
refrigerate at least one hour before making crepes.,0
heat a lightly greased 6 inch skillet; remove from heat.,0
spoon in 2 tbsp batter; lift and tilt skillet to spread evenly.,0
return to heat; brown on one side only.,0
"to remove, invert pan over paper toweling.",0
repeat with remaining batter.,0
"







                            
                                submit a correction
                            
                        





",0
1 1⁄4 cups  flour,1
"3  eggs, beaten",1
"2  tablespoons  butter, melted",1
1 1⁄2 cups  milk,1
1  pinch  salt,1
basic crepes,0
place all ingredients in blender container.,0
blend.,0
let stand at least one hour before  making crepes.,0
heat a lightly greased 6 inch skillet; remove from heat.,0
spoon in 2 tbsp batter; lift and tilt skillet to spread evenly.,0
return to heat; brown on one side only.,0
"to remove, invert pan over paper toweling.",0
repeat with remaining batter.,0
"







                            
                                submit a correction
                            
                        





",0
1 1⁄2 cups  margarine,1
2  cups  flour,1
"2  cups  nuts, chopped",1
first layer1  lb  confectioners' sugar,1
"1 (12  ounce) container cool whip, divided",1
"12  ounces  cream cheese, softened",1
second layer1 (6  ounce) box instant chocolate pudding mix,1
1 (3 1/2 ounce) box instant vanilla pudding,1
5 1⁄2 cups  milk,1
" chocolate, shaved",1
mississippi mud pie,0
"mix margarine, flour and nuts; pat into a 13 x 9 inch pan.",0
bake at 350 degrees fahrenheit for 20 to 30 minutes until lightly browned.,0
first layer:,0
"mix confectioners sugar, cool whip, and cream cheese until smooth.",0
spread over cooled crust.,0
second layer:,0
"beat instant chocolate pudding, instant vanilla pudding, and milk until thickened.",0
careful spread over first layer.,0
cool until set in refrigerator.,0
top with remaining cool whip.,0
sprinkle shaved chocolate on top for decoration.,0
refrigerate or freeze for up to two months.,0
"







                            
                                submit a correction
                            
                        





",0
3  cups  water,1
1  teaspoon  salt,1
" black pepper, freshly ground",1
1 2⁄3 cups  couscous,1
3  eggs,1
1⁄2 cup  unbleached white flour,1
"1⁄2 cup  parsley, chopped",1
"1⁄4 cup  blue cheese, crumbled (such as danish blue or wisconsin gorgonzola)",1
sauce1  tablespoon  olive oil,1
"1  cup  onion, chopped",1
"3 -4  garlic cloves, minced",1
"10  plum tomatoes, chopped",1
1⁄2 cup  white wine,1
1⁄4 cup  water,1
 salt,1
" black pepper, freshly ground",1
1  tablespoon  olive oil (for frying),1
couscous cakes with tomato-garlic ragout,0
put the water into a saucepan over high heat.,0
"when the water comes to a boil, add the salt, pepper, and couscous.",0
"remove the pan from the heat, cover it, and  let it sit undisturbed for 5 minutes.",0
"fluff the couscous by lightly running a  fork or whisk back and forth in the pan, starting with the top layer and  gradually working your way down.",0
"in a large bowl, whisk the eggs; slowly whisk in the flour.",0
"with a spoon, stir in the parsley and the blue cheese.",0
add the couscous and chill the batter for 30 minutes.,0
sauce:,0
"in a medium saucepan, heat 1 tbsp olive oil; add the onion.",0
"sauté over medium heat for 5 minutes, stirring occasionally.",0
add the garlic and sauté for 5 minutes more.,0
"add the tomatoes, white wine, and water.",0
"let the ragout simmer for 10 to 15 minutes, until it has the consistency of a thick sauce.",0
season it with salt and pepper and keep it warm.,0
"when the couscous mixture has cooled, heat a large skillet with 1 tbsp olive oil over medium-high heat.",0
"when the oil is hot, drop couscous batter onto the  skillet to form 3-inch cakes.",0
"sear them on one side for about 3 minutes, or  until the undersides are golden brown.",0
"flip them with a spatula and sear them on the other side, for about 3 minutes.",0
remove the cakes to a plate and add more batter to the pan.,0
continue making cakes until all the couscous batter is used.,0
you should have 3 cakes per person.,0
serve the cakes hot on top of the warmed tomato-garlic ragout.,0
"







                            
                                submit a correction
                            
                        





",0
1  lb  phyllo dough,1
custard2  pints  milk,1
6  ounces  sugar,1
6  ounces  fine semolina,1
"1⁄2 cup  butter, melted, divided",1
1  teaspoon  vanilla extract,1
1  pinch  salt,1
6  eggs,1
syrup12  ounces  sugar,1
1 1⁄2 cups  water,1
1  tablespoon  lemon juice or 1  tablespoon  lemon peel,1
galaktoboureko - greek custard pastry,0
"in a saucepan over medium heat add milk, sugar, semolina, 2 ounces  butter, vanilla, salt and a sliver of lemon peel.",0
"bring to a boil, whisking  constantly, until mixture thickens remove from heat and allow to cool  slightly.",0
beat eggs in a separate bowl then stir into milk mixture. set  aside. preheat oven to 350 degrees.,0
"line a 9 x 13 buttered baking pan with half the sheets of phyllo,  brushing each sheet with the melted butter and allowing the edges to overlap  the sides.",0
spread custard evenly over phyllo.,0
"cover with remaining sheets of  phyllo, brushing each sheet with the melted butter.",0
trim the edges and fold  in carefully to seal the filling.,0
brush the top with melted butter and seal  edges with a bit of cold water.,0
bake 45 minutes or until golden.,0
"meanwhile make the syrup;  in a small saucepan combine the sugar, water, lemon juice and sliver of  lemon peel and boil for 10 minutes.",0
"when galaktoboureko is done and still hot from the oven, spoon syrup over  a little at a time until absorbed by the pastry.",0
"cool completely, cut into  diamond shape and serve.",0
notes : this is best made the day before it is needed.  it gives the  pastry time to absorb the syrup and the filling to become firm.,0
"







                            
                                submit a correction
                            
                        





",0
1⁄2 cup  instant coffee granules,1
"1⁄2 teaspoon  dried orange peel, grated",1
1  cup  non-dairy powdered coffee creamer,1
1⁄4 cup  granulated sugar,1
"1⁄2 teaspoon  cinnamon, ground",1
cappuccino coffee mix,0
finely grind coffee and orange peel in a blender or food processor.,0
add remaining ingredients and process until well blended.,0
store in an airtight container.,0
to serve: stir 2 or more teaspoons of coffee mix into 6 ounce hot water.,0
"







                            
                                submit a correction
                            
                        





",0
"2  cups  brewed coffee, double-strength",1
1  cup  2% low-fat milk or 1  cup  skim milk,1
1⁄4 cup  honey,1
2  cups  ice,1
frosty latte smoothie,0
"in a large pitcher, whisk together coffee, milk and honey until thoroughly  combined and honey is dissolved; chill.",0
just before serving; blend coffee  mixture with ice in blender until frothy and smooth.,0
"







                            
                                submit a correction
                            
                        





",0
2  tablespoons  instant espresso powder (medaglia d'oro is excellent),1
"1⁄2 cup  water, hot",1
"1⁄2 cup  condensed milk, sweetened",1
2  cups  ice cubes,1
