word,sentence,position,label
1,5340,0,0
lb,5340,1,0
bacon ,5340,2,0
chopped,5340,3,0
2,5341,0,0
cups,5341,1,0
celery ,5341,2,0
chopped,5341,3,0
1,5342,0,0
large,5342,1,0
onion ,5342,2,0
chopped,5342,3,0
1,5343,0,0
cup,5343,1,0
parsley ,5343,2,0
chopped,5343,3,0
1,5344,0,0
lb,5344,1,0
green,5344,2,0
peas ,5344,3,0
split ,5344,4,0
sorted,5344,5,0
and,5344,6,0
rinsed,5344,7,0
1,5345,0,0
quart,5345,1,0
chicken,5345,2,0
broth,5345,3,0
1,5346,0,0
lb,5346,1,0
kielbasa ,5346,2,0
sliced,5346,3,0
1/2-inch,5346,4,0
thick,5346,5,0
crust2,5362,0,0
1,5362,1,0
cups,5362,2,0
all-purpose,5362,3,0
flour,5362,4,0
2,5363,0,0
tablespoons,5363,1,0
sugar,5363,2,0
1,5364,0,0
cup,5364,1,0
butter ,5364,2,0
cubed,5364,3,0
6,5365,0,0
tablespoons,5365,1,0
water ,5365,2,0
cold,5365,3,0
1,5366,0,0
teaspoon,5366,1,0
vanilla,5366,2,0
extract,5366,3,0
filling2,5367,0,0
cups,5367,1,0
heavy,5367,2,0
cream,5367,3,0
or,5367,4,0
2,5367,5,0
cups,5367,6,0
whipping,5367,7,0
cream,5367,8,0
1,5368,0,0
cup,5368,1,0
dark,5368,2,0
rum,5368,3,0
1,5369,0,0
1,5369,1,0
cups,5369,2,0
sugar,5369,3,0
1,5370,0,0
teaspoon,5370,1,0
salt,5370,2,0
1,5371,0,0
teaspoon,5371,1,0
vanilla,5371,2,0
extract,5371,3,0
2,5372,0,0
1,5372,1,0
cups,5372,2,0
salted,5372,3,0
macadamia,5372,4,0
nuts ,5372,5,0
coarsely,5372,6,0
chopped,5372,7,0
1,5389,0,0
18,5389,1,0
4-Jan,5389,2,0
ounce ,5389,3,0
lemon,5389,4,0
supreme,5389,5,0
cake,5389,6,0
mix,5389,7,0
1,5390,0,0
3,5390,1,0
2-Jan,5390,2,0
ounce ,5390,3,0
pineapple,5390,4,0
instant,5390,5,0
pudding,5390,6,0
2,5391,0,0
cup,5391,1,0
vegetable,5391,2,0
oil,5391,3,0
4,5392,0,0
eggs,5392,1,0
10,5393,0,0
ounces,5393,1,0
carbonated,5393,2,0
lemon-lime,5393,3,0
beverage,5393,4,0
icing1 ,5394,0,0
cup,5394,1,0
margarine,5394,2,0
1,5395,0,0
1,5395,1,0
cups,5395,2,0
sugar,5395,3,0
1,5396,0,0
15,5396,1,0
ounce ,5396,2,0
can,5396,3,0
crushed,5396,4,0
pineapple ,5396,5,0
small,5396,6,0
2,5397,0,0
tablespoons,5397,1,0
flour,5397,2,0
angel,5398,0,0
flake,5398,1,0
coconut ,5398,2,0
1,5398,3,0
can,5398,4,0
2,5399,0,0
eggs,5399,1,0
1,5414,0,0
cup,5414,1,0
butter,5414,2,0
1,5415,0,0
1,5415,1,0
cups,5415,2,0
light,5415,3,0
brown,5415,4,0
sugar ,5415,5,0
lightly,5415,6,0
packed ,5415,7,0
divided,5415,8,0
3,5416,0,0
eggs ,5416,1,0
divided,5416,2,0
1,5417,0,0
pinch,5417,1,0
salt,5417,2,0
1,5418,0,0
1,5418,1,0
cups,5418,2,0
flour ,5418,3,0
sifted ,5418,4,0
plus,5418,5,0
2,5419,0,0
tablespoons,5419,1,0
flour ,5419,2,0
sifted,5419,3,0
1,5420,0,0
1,5420,1,0
cups,5420,2,0
salted,5420,3,0
macadamia,5420,4,0
nuts,5420,5,0
1,5421,0,0
teaspoon,5421,1,0
baking,5421,2,0
powder,5421,3,0
1,5422,0,0
teaspoon,5422,1,0
vanilla,5422,2,0
extract,5422,3,0
2,5423,0,0
1,5423,1,0
cups,5423,2,0
coconut ,5423,3,0
shred,5423,4,0
lightly,5423,5,0
packed ,5423,6,0
divided,5423,7,0
3,5453,0,0
cups,5453,1,0
flour,5453,2,0
1,5454,0,0
cup,5454,1,0
sugar,5454,2,0
4,5455,0,0
teaspoons,5455,1,0
baking,5455,2,0
powder,5455,3,0
1,5456,0,0
teaspoon,5456,1,0
baking,5456,2,0
soda,5456,3,0
1,5457,0,0
teaspoon,5457,1,0
salt,5457,2,0
3,5458,0,0
cup,5458,1,0
butter,5458,2,0
3,5459,0,0
cup,5459,1,0
currants,5459,2,0
or,5459,3,0
3,5459,4,0
cup,5459,5,0
raisins,5459,6,0
1,5460,0,0
egg,5460,1,0
1,5461,0,0
teaspoon,5461,1,0
cream,5461,2,0
or,5461,3,0
1,5461,4,0
teaspoon,5461,5,0
milk,5461,6,0
1,5462,0,0
cup,5462,1,0
buttermilk,5462,2,0
6,5479,0,0
ounces,5479,1,0
flour,5479,2,0
3,5480,0,0
ounces,5480,1,0
caster,5480,2,0
sugar,5480,3,0
2,5481,0,0
ounces,5481,1,0
margarine,5481,2,0
1,5482,0,0
teaspoon,5482,1,0
ginger,5482,2,0
1,5483,0,0
teaspoon,5483,1,0
baking,5483,2,0
soda,5483,3,0
1,5484,0,0
tablespoon,5484,1,0
golden,5484,2,0
syrup,5484,3,0
1,5485,0,0
egg,5485,1,0
1,5490,0,0
20,5490,1,0
ounce ,5490,2,0
bag,5490,3,0
brownie,5490,4,0
mix ,5490,5,0
with,5490,6,0
nuts,5490,7,0
1,5491,0,0
7,5491,1,0
ounce ,5491,2,0
jar,5491,3,0
marshmallow,5491,4,0
cream,5491,5,0
icing1,5492,0,0
lb,5492,1,0
confectioners',5492,2,0
sugar,5492,3,0
1,5493,0,0
cup,5493,1,0
nuts,5493,2,0
1,5494,0,0
cup,5494,1,0
butter,5494,2,0
or,5494,3,0
1,5494,4,0
cup,5494,5,0
margarine ,5494,6,0
melted,5494,7,0
1,5495,0,0
cup,5495,1,0
cocoa,5495,2,0
1,5496,0,0
cup,5496,1,0
milk,5496,2,0
1,5505,0,0
cup,5505,1,0
butter,5505,2,0
1,5506,0,0
cup,5506,1,0
cocoa,5506,2,0
2,5507,0,0
cups,5507,1,0
sugar,5507,2,0
4,5508,0,0
eggs ,5508,1,0
beaten,5508,2,0
1,5509,0,0
1,5509,1,0
cups,5509,2,0
flour,5509,3,0
1,5510,0,0
pinch,5510,1,0
salt,5510,2,0
1,5511,0,0
1,5511,1,0
cups,5511,2,0
nuts ,5511,3,0
chopped,5511,4,0
1,5512,0,0
teaspoon,5512,1,0
vanilla,5512,2,0
marshmallows,5513,0,0
 to,5513,1,0
garnish ,5513,2,0
4,5524,0,0
ounces,5524,1,0
butter ,5524,2,0
divided,5524,3,0
1,5525,0,0
onion ,5525,1,0
finely,5525,2,0
minced,5525,3,0
8,5526,0,0
ounces,5526,1,0
mixed,5526,2,0
mushrooms ,5526,3,0
finely,5526,4,0
minced,5526,5,0
2,5527,0,0
tablespoons,5527,1,0
parsley ,5527,2,0
minced,5527,3,0
1,5528,0,0
garlic,5528,1,0
clove ,5528,2,0
minced,5528,3,0
3,5529,0,0
teaspoons,5529,1,0
all-purpose,5529,2,0
flour,5529,3,0
1,5530,0,0
cup,5530,1,0
dry,5530,2,0
vermouth,5530,3,0
or,5530,4,0
1,5530,5,0
cup,5530,6,0
dry,5530,7,0
white,5530,8,0
wine,5530,9,0
salt,5531,0,0
and,5531,1,0
pepper,5531,2,0
2,5532,0,0
tablespoons,5532,1,0
olive,5532,2,0
oil,5532,3,0
4,5533,0,0
boneless,5533,1,0
skinless,5533,2,0
chicken,5533,3,0
breast,5533,4,0
halves,5533,5,0
8,5534,0,0
sheets,5534,1,0
phyllo,5534,2,0
dough,5534,3,0
1,5535,0,0
1,5535,1,0
cups,5535,2,0
butter ,5535,3,0
melted,5535,4,0
2,5536,0,0
cups,5536,1,0
breadcrumbs,5536,2,0
8,5537,0,0
ounces,5537,1,0
feta,5537,2,0
cheese,5537,3,0
1,5562,0,0
lb,5562,1,0
beef ,5562,2,0
thinly,5562,3,0
sliced,5562,4,0
1,5563,0,0
lb,5563,1,0
chicken ,5563,2,0
sliced,5563,3,0
3,5564,0,0
tablespoons,5564,1,0
curry,5564,2,0
powder,5564,3,0
1,5565,0,0
teaspoon,5565,1,0
chile ,5565,2,0
ground,5565,3,0
2,5566,0,0
garlic,5566,1,0
cloves ,5566,2,0
minced,5566,3,0
2,5567,0,0
large,5567,1,0
onions ,5567,2,0
minced,5567,3,0
4,5568,0,0
tablespoons,5568,1,0
lemon,5568,2,0
juice,5568,3,0
1,5569,0,0
tablespoon,5569,1,0
honey,5569,2,0
1,5570,0,0
dozen,5570,1,0
bamboo,5570,2,0
skewer,5570,3,0
sauce1,5571,0,0
cup,5571,1,0
peanut,5571,2,0
butter,5571,3,0
1,5572,0,0
cup,5572,1,0
coconut,5572,2,0
milk,5572,3,0
 thick ,5572,4,0
or,5572,5,0
1,5572,6,0
cup,5572,7,0
coconut,5572,8,0
cream,5572,9,0
 thick ,5572,10,0
1,5573,0,0
tablespoon,5573,1,0
lemon,5573,2,0
juice,5573,3,0
1,5574,0,0
cup,5574,1,0
soy,5574,2,0
sauce,5574,3,0
1,5575,0,0
tablespoon,5575,1,0
worcestershire,5575,2,0
sauce,5575,3,0
1,5576,0,0
teaspoon,5576,1,0
chili,5576,2,0
sauce,5576,3,0
1,5577,0,0
teaspoon,5577,1,0
salt,5577,2,0
6,5586,0,0
salmon,5586,1,0
fillets,5586,2,0
7,5586,3,0
oz,5586,4,0
each ,5586,5,0
1,5587,0,0
1,5587,1,0
ounces,5587,2,0
clarified,5587,3,0
butter,5587,4,0
1,5588,0,0
1,5588,1,0
ounces,5588,2,0
vegetable,5588,3,0
oil,5588,4,0
1,5589,0,0
lemon ,5589,1,0
thinly,5589,2,0
sliced,5589,3,0
sauce1,5590,0,0
ounce,5590,1,0
butter,5590,2,0
shallot,5591,0,0
6,5592,0,0
ounces,5592,1,0
dry,5592,2,0
white,5592,3,0
wine,5592,4,0
1,5593,0,0
cup,5593,1,0
heavy,5593,2,0
cream,5593,3,0
3,5594,0,0
tablespoon,5594,1,0
stone,5594,2,0
ground,5594,3,0
mustard ,5594,4,0
ground,5594,5,0
1,5595,0,0
cup,5595,1,0
chives ,5595,2,0
chopped,5595,3,0
1,5596,0,0
cup,5596,1,0
parsley ,5596,2,0
chopped,5596,3,0
salt,5597,0,0
miniature,5598,0,0
pear,5598,1,0
tomato,5598,2,0
 to,5598,3,0
garnish ,5598,4,0
parsley,5599,0,0
sprig,5599,1,0
 to,5599,2,0
garnish ,5599,3,0
1,5613,0,0
lb,5613,1,0
boneless,5613,2,0
skinless,5613,3,0
chicken,5613,4,0
breast,5613,5,0
500,5613,6,0
g ,5613,7,0
2,5614,0,0
tablespoons,5614,1,0
peanut,5614,2,0
butter,5614,3,0
25,5614,4,0
ml ,5614,5,0
2,5615,0,0
tablespoons,5615,1,0
chicken,5615,2,0
stock,5615,3,0
25,5615,4,0
ml ,5615,5,0
2,5616,0,0
tablespoons,5616,1,0
fresh,5616,2,0
coriander ,5616,3,0
chopped,5616,4,0
25,5616,5,0
ml ,5616,6,0
1,5617,0,0
tablespoon,5617,1,0
rice,5617,2,0
wine,5617,3,0
vinegar,5617,4,0
15,5617,5,0
ml ,5617,6,0
1,5618,0,0
tablespoon,5618,1,0
honey,5618,2,0
15,5618,3,0
ml ,5618,4,0
2,5619,0,0
teaspoons,5619,1,0
sesame,5619,2,0
oil,5619,3,0
10,5619,4,0
ml ,5619,5,0
2,5620,0,0
teaspoons,5620,1,0
soya,5620,2,0
sauce,5620,3,0
10,5620,4,0
ml ,5620,5,0
1,5621,0,0
teaspoon,5621,1,0
garlic ,5621,2,0
minced,5621,3,0
5,5621,4,0
ml ,5621,5,0
1,5622,0,0
teaspoon,5622,1,0
gingerroot ,5622,2,0
minced,5622,3,0
5,5622,4,0
ml ,5622,5,0
1,5623,0,0
teaspoon,5623,1,0
sesame,5623,2,0
seeds ,5623,3,0
toasted,5623,4,0
5,5623,5,0
ml ,5623,6,0
8,5638,0,0
ounces,5638,1,0
spaghetti,5638,2,0
1,5639,0,0
1,5639,1,0
cups,5639,2,0
onions ,5639,3,0
chopped,5639,4,0
1,5640,0,0
cup,5640,1,0
green,5640,2,0
pepper ,5640,3,0
chopped,5640,4,0
3,5641,0,0
tablespoons,5641,1,0
butter,5641,2,0
5,5642,0,0
1,5642,1,0
cups,5642,2,0
chicken ,5642,3,0
diced ,5642,4,0
cooked,5642,5,0
2,5643,0,0
teaspoons,5643,1,0
garlic,5643,2,0
salt,5643,3,0
4,5644,0,0
cups,5644,1,0
colby,5644,2,0
or,5644,3,0
4,5644,4,0
cups,5644,5,0
mild,5644,6,0
cheddar,5644,7,0
cheese ,5644,8,0
shredded,5644,9,0
2,5645,0,0
cans,5645,1,0
cream,5645,2,0
of,5645,3,0
mushroom,5645,4,0
soup,5645,5,0
10,5646,0,0
ounces,5646,1,0
milk,5646,2,0
pepper,5647,0,0
marinade1 ,5656,0,0
cup,5656,1,0
mayonnaise,5656,2,0
1,5657,0,0
cup,5657,1,0
italian,5657,2,0
dressing,5657,3,0
1,5658,0,0
teaspoon,5658,1,0
garlic,5658,2,0
powder,5658,3,0
1,5659,0,0
teaspoon,5659,1,0
italian,5659,2,0
seasoning,5659,3,0
1,5660,0,0
teaspoon,5660,1,0
kitchen,5660,2,0
bouquet,5660,3,0
 brown,5660,4,0
seasoning,5660,5,0
sauce ,5660,6,0
fresh,5661,0,0
parsley ,5661,1,0
chopped,5661,2,0
15,5674,0,0
lbs,5674,1,0
apples,5674,2,0
 sour,5674,3,0
or,5674,4,0
tart,5674,5,0
or,5674,6,0
crab ,5674,7,0
water ,5675,0,0
cold,5675,1,0
1,5676,0,0
1,5676,1,0
lbs,5676,2,0
sugar,5676,3,0
of,5677,0,0
fresh,5677,1,0
mint,5677,2,0
 optional ,5677,3,0
or,5677,4,0
2,5677,5,0
dashes,5677,6,0
mint,5677,7,0
sauce,5677,8,0
 optional ,5677,9,0
or,5677,10,0
2,5677,11,0
dashes,5677,12,0
green,5677,13,0
food,5677,14,0
coloring,5677,15,0
 optional ,5677,16,0
or,5677,17,0
2,5677,18,0
dashes,5677,19,0
cloves,5677,20,0
 optional ,5677,21,0
450,5690,0,0
g,5690,1,0
cooking,5690,2,0
apples,5690,3,0
4,5691,0,0
tablespoons,5691,1,0
thick,5691,2,0
cut,5691,3,0
orange,5691,4,0
marmalade,5691,5,0
7,5692,0,0
-8,5692,1,0
slices,5692,2,0
brown,5692,3,0
bread,5692,4,0
or,5692,5,0
7,5692,6,0
-8,5692,7,0
slices,5692,8,0
white,5692,9,0
bread ,5692,10,0
buttered,5692,11,0
75,5693,0,0
g,5693,1,0
raisins,5693,2,0
or,5693,3,0
75,5693,4,0
g,5693,5,0
sultanas ,5693,6,0
divided,5693,7,0
75,5694,0,0
g,5694,1,0
demerara,5694,2,0
sugar ,5694,3,0
divided,5694,4,0
2,5695,0,0
eggs,5695,1,0
450,5696,0,0
ml,5696,1,0
milk,5696,2,0
1,5697,0,0
pinch,5697,1,0
cinnamon ,5697,2,0
ground,5697,3,0
18,5708,0,0
ice,5708,1,0
cubes ,5708,2,0
crushed,5708,3,0
 to,5708,4,0
22,5708,5,0
7,5709,0,0
ounces,5709,1,0
coffee ,5709,2,0
double-strength,5709,3,0
and,5709,4,0
chilled,5709,5,0
2,5710,0,0
tablespoons,5710,1,0
sugar,5710,2,0
2,5711,0,0
tablespoons,5711,1,0
syrup,5711,2,0
 vanilla ,5711,3,0
hazelnut ,5711,4,0
raspberry,5711,5,0
or,5711,6,0
other ,5711,7,0
cream ,5712,0,0
whipped,5712,1,0
 garnish ,5712,2,0
1,5719,0,0
cup,5719,1,0
instant,5719,2,0
coffee,5719,3,0
2,5720,0,0
cup,5720,1,0
sugar,5720,2,0
2,5721,0,0
cup,5721,1,0
nonfat,5721,2,0
dry,5721,3,0
milk,5721,4,0
powder,5721,5,0
1,5722,0,0
teaspoon,5722,1,0
cinnamon,5722,2,0
habanero,5728,0,0
pepper ,5728,1,0
stemmed,5728,2,0
halved,5728,3,0
and,5728,4,0
seeded,5728,5,0
good,5729,0,0
local,5729,1,0
honey,5729,2,0
 unpasteurized,5729,3,0
from,5729,4,0
your,5729,5,0
local,5729,6,0
beekeeper ,5729,7,0
1,5738,0,0
package,5738,1,0
gelatin,5738,2,0
 your,5738,3,0
favorite,5738,4,0
flavor ,5738,5,0
red,5738,6,0
or,5738,7,0
green,5738,8,0
looks,5738,9,0
best ,5738,10,0
1,5751,0,0
1,5751,1,0
lbs,5751,2,0
lamb ,5751,3,0
ground,5751,4,0
1,5752,0,0
1,5752,1,0
lbs,5752,2,0
hamburger,5752,3,0
2,5753,0,0
eggs,5753,1,0
1,5754,0,0
cup,5754,1,0
milk,5754,2,0
2,5755,0,0
cups,5755,1,0
quick,5755,2,0
oats,5755,3,0
2,5756,0,0
tablespoons,5756,1,0
oil,5756,2,0
1,5757,0,0
large,5757,1,0
onion ,5757,2,0
finely,5757,3,0
diced,5757,4,0
2,5758,0,0
-3,5758,1,0
garlic,5758,2,0
cloves ,5758,3,0
minced,5758,4,0
1,5759,0,0
cup,5759,1,0
fresh,5759,2,0
parsley ,5759,3,0
minced,5759,4,0
2,5760,0,0
teaspoons,5760,1,0
salt,5760,2,0
1,5761,0,0
teaspoon,5761,1,0
cumin,5761,2,0
1,5762,0,0
teaspoon,5762,1,0
pepper,5762,2,0
filling1,5763,0,0
bunch,5763,1,0
fresh,5763,2,0
spinach ,5763,3,0
chopped,5763,4,0
or,5763,5,0
2,5763,6,0
10,5763,7,0
ounce ,5763,8,0
boxes,5763,9,0
frozen,5763,10,0
spinach ,5763,11,0
chopped ,5763,12,0
thawed,5763,13,0
1,5764,0,0
egg ,5764,1,0
beaten,5764,2,0
1,5765,0,0
1,5765,1,0
cups,5765,2,0
feta,5765,3,0
cheese ,5765,4,0
crumbled,5765,5,0
1,5766,0,0
cup,5766,1,0
black,5766,2,0
greek,5766,3,0
olive ,5766,4,0
pitted ,5766,5,0
coarsely,5766,6,0
chopped,5766,7,0
topping1 ,5767,0,0
cup,5767,1,0
ketchup,5767,2,0
1,5768,0,0
teaspoon,5768,1,0
cinnamon,5768,2,0
3,5769,0,0
tablespoons,5769,1,0
parmesan,5769,2,0
cheese,5769,3,0
tabasco,5770,0,0
sauce,5770,1,0
 optional ,5770,2,0
1,5784,0,0
5,5784,1,0
-6,5784,2,0
lb ,5784,3,0
roasting,5784,4,0
chickens,5784,5,0
1,5785,0,0
tablespoon,5785,1,0
rosemary ,5785,2,0
chopped,5785,3,0
8,5786,0,0
garlic,5786,1,0
cloves ,5786,2,0
crushed,5786,3,0
8,5787,0,0
medium,5787,1,0
red,5787,2,0
onions,5787,3,0
2,5788,0,0
whole,5788,1,0
garlic,5788,2,0
heads,5788,3,0
2,5789,0,0
teaspoons,5789,1,0
olive,5789,2,0
oil,5789,3,0
fresh,5790,0,0
rosemary,5790,1,0
 optional ,5790,2,0
2,5803,0,0
tablespoons,5803,1,0
olive,5803,2,0
oil,5803,3,0
1,5804,0,0
teaspoon,5804,1,0
paprika,5804,2,0
3,5805,0,0
teaspoon,5805,1,0
chili,5805,2,0
powder,5805,3,0
1,5806,0,0
teaspoon,5806,1,0
salt,5806,2,0
1,5807,0,0
teaspoon,5807,1,0
red,5807,2,0
pepper ,5807,3,0
ground,5807,4,0
1,5808,0,0
teaspoon,5808,1,0
black,5808,2,0
pepper,5808,3,0
6,5809,0,0
1,5809,1,0
cups,5809,2,0
baking,5809,3,0
potatoes ,5809,4,0
diced,5809,5,0
 about,5809,6,0
2/1/02,5809,7,0
lbs ,5809,8,0
cooking,5810,0,0
spray,5810,1,0
1,5818,0,0
cup,5818,1,0
sugar,5818,2,0
1,5819,0,0
egg,5819,1,0
1,5820,0,0
teaspoon,5820,1,0
salt,5820,2,0
1,5821,0,0
cup,5821,1,0
butter ,5821,2,0
softened,5821,3,0
1,5822,0,0
cup,5822,1,0
flour,5822,2,0
1,5823,0,0
teaspoon,5823,1,0
baking,5823,2,0
powder,5823,3,0
1,5824,0,0
teaspoon,5824,1,0
cinnamon ,5824,2,0
ground,5824,3,0
1,5825,0,0
teaspoon,5825,1,0
nutmeg ,5825,2,0
freshly,5825,3,0
grated,5825,4,0
1,5826,0,0
teaspoon,5826,1,0
vanilla,5826,2,0
2,5827,0,0
cups,5827,1,0
baking,5827,2,0
apples ,5827,3,0
peeled ,5827,4,0
cored,5827,5,0
and,5827,6,0
chopped,5827,7,0
1,5828,0,0
cup,5828,1,0
pecans ,5828,2,0
chopped,5828,3,0
coarsely,5828,4,0
1,5829,0,0
cup,5829,1,0
golden,5829,2,0
raisin,5829,3,0
2,5836,0,0
apples,5836,1,0
8,5837,0,0
chicken,5837,1,0
drumsticks,5837,2,0
1,5838,0,0
onion,5838,1,0
1,5839,0,0
teaspoon,5839,1,0
salt,5839,2,0
1,5840,0,0
1,5840,1,0
4-Jan,5840,2,0
ounce ,5840,3,0
packet,5840,4,0
mushroom,5840,5,0
soup,5840,6,0
mix,5840,7,0
1,5841,0,0
teaspoon,5841,1,0
dried,5841,2,0
thyme,5841,3,0
2,5842,0,0
teaspoons,5842,1,0
whole,5842,2,0
grain,5842,3,0
mustard,5842,4,0
1,5843,0,0
1,5843,1,0
cups,5843,2,0
water,5843,3,0
1,5844,0,0
cup,5844,1,0
plain,5844,2,0
yogurt,5844,3,0
8,5845,0,0
brown,5845,1,0
button,5845,2,0
mushrooms,5845,3,0
salt,5846,0,0
&,5846,1,0
pepper,5846,2,0
1,5858,0,0
cup,5858,1,0
sugar,5858,2,0
1,5859,0,0
cup,5859,1,0
apricot,5859,2,0
jam,5859,3,0
1,5860,0,0
teaspoon,5860,1,0
salt,5860,2,0
1,5861,0,0
cup,5861,1,0
dried,5861,2,0
apricot ,5861,3,0
finely,5861,4,0
chopped,5861,5,0
1,5862,0,0
cup,5862,1,0
dry,5862,2,0
white,5862,3,0
wine,5862,4,0
1,5863,0,0
tablespoon,5863,1,0
honey,5863,2,0
1,5864,0,0
teaspoon,5864,1,0
worcestershire,5864,2,0
sauce,5864,3,0
1,5872,0,0
cup,5872,1,0
fresh,5872,2,0
apricot ,5872,3,0
finely,5872,4,0
diced,5872,5,0
1,5873,0,0
teaspoon,5873,1,0
lemon,5873,2,0
juice,5873,3,0
1,5874,0,0
cup,5874,1,0
shortening,5874,2,0
1,5875,0,0
cup,5875,1,0
sugar,5875,2,0
1,5876,0,0
egg,5876,1,0
1,5877,0,0
1,5877,1,0
cups,5877,2,0
all-purpose,5877,3,0
flour ,5877,4,0
sifted,5877,5,0
2,5878,0,0
teaspoons,5878,1,0
baking,5878,2,0
powder,5878,3,0
1,5879,0,0
teaspoon,5879,1,0
salt,5879,2,0
1,5880,0,0
teaspoon,5880,1,0
nutmeg,5880,2,0
1,5881,0,0
cup,5881,1,0
milk,5881,2,0
1,5882,0,0
cup,5882,1,0
walnuts ,5882,2,0
chopped,5882,3,0
granulated,5883,0,0
sugar,5883,1,0
1,5893,0,0
large,5893,1,0
head,5893,2,0
cauliflower ,5893,3,0
trimmed,5893,4,0
and,5893,5,0
chopped,5893,6,0
1,5894,0,0
red,5894,1,0
onion ,5894,2,0
chopped,5894,3,0
1,5895,0,0
green,5895,1,0
bell,5895,2,0
pepper ,5895,3,0
seeded,5895,4,0
and,5895,5,0
chopped,5895,6,0
4,5896,0,0
scallions ,5896,1,0
minced,5896,2,0
3,5897,0,0
tablespoons,5897,1,0
fresh,5897,2,0
chives ,5897,3,0
chopped,5897,4,0
2,5898,0,0
cups,5898,1,0
basmati,5898,2,0
rice ,5898,3,0
cooked,5898,4,0
1,5899,0,0
cup,5899,1,0
bottled,5899,2,0
vinaigrette,5899,3,0
dressing,5899,4,0
1,5908,0,0
cup,5908,1,0
espresso,5908,2,0
2,5909,0,0
1,5909,1,0
cups,5909,2,0
2%,5909,3,0
low-fat,5909,4,0
milk,5909,5,0
1,5910,0,0
cup,5910,1,0
sugar,5910,2,0
1,5911,0,0
tablespoon,5911,1,0
pectin,5911,2,0
1,5923,0,0
lb,5923,1,0
potato,5923,2,0
1,5924,0,0
ounce,5924,1,0
butter,5924,2,0
1,5925,0,0
tablespoon,5925,1,0
milk ,5925,2,0
hot,5925,3,0
6,5926,0,0
-8,5926,1,0
scallops,5926,2,0
1,5927,0,0
shallots,5927,1,0
or,5927,2,0
1,5927,3,0
small,5927,4,0
onion ,5927,5,0
sliced,5927,6,0
salt,5928,0,0
6,5929,0,0
peppercorns,5929,1,0
1,5930,0,0
bay,5930,1,0
leaf,5930,2,0
1,5931,0,0
pint,5931,1,0
water,5931,2,0
lemon,5932,0,0
juice,5932,1,0
2,5933,0,0
tomatoes,5933,1,0
1,5934,0,0
ounce,5934,1,0
butter,5934,2,0
1,5935,0,0
tablespoon,5935,1,0
flour ,5935,2,0
rounded,5935,3,0
1,5936,0,0
pint,5936,1,0
creamy,5936,2,0
milk,5936,3,0
1,5937,0,0
teaspoon,5937,1,0
parsley ,5937,2,0
finely,5937,3,0
chopped,5937,4,0
brown,5938,0,0
breadcrumbs,5938,1,0
butter,5939,0,0
2,5956,0,0
slices,5956,1,0
bacon ,5956,2,0
chopped,5956,3,0
1,5957,0,0
onion ,5957,1,0
chopped,5957,2,0
1,5958,0,0
potato ,5958,1,0
peeled,5958,2,0
cubed,5958,3,0
1,5959,0,0
red,5959,1,0
bell,5959,2,0
pepper ,5959,3,0
chopped,5959,4,0
2,5960,0,0
cups,5960,1,0
milk,5960,2,0
15,5961,0,0
ounces,5961,1,0
creamed,5961,2,0
corn,5961,3,0
1,5962,0,0
cup,5962,1,0
corn ,5962,2,0
frozen,5962,3,0
or,5962,4,0
1,5962,5,0
cup,5962,6,0
corn ,5962,7,0
fresh,5962,8,0
1,5963,0,0
tablespoon,5963,1,0
fresh,5963,2,0
thyme ,5963,3,0
chopped,5963,4,0
6,5974,0,0
slices,5974,1,0
bacon,5974,2,0
2,5975,0,0
-3,5975,1,0
potatoes ,5975,2,0
peeled,5975,3,0
and,5975,4,0
diced,5975,5,0
1,5976,0,0
onion ,5976,1,0
diced,5976,2,0
2,5977,0,0
-3,5977,1,0
celery,5977,2,0
ribs ,5977,3,0
chopped,5977,4,0
1,5978,0,0
1,5978,1,0
cups,5978,2,0
water,5978,3,0
salt,5979,0,0
and,5979,1,0
pepper,5979,2,0
1,5980,0,0
15,5980,1,0
ounce ,5980,2,0
can,5980,3,0
cream-style,5980,4,0
corn,5980,5,0
bacon ,5981,0,0
crumbled,5981,1,0
1,5991,0,0
cup,5991,1,0
soy,5991,2,0
sauce,5991,3,0
 the,5991,4,0
sweet,5991,5,0
kind,5991,6,0
works,5991,7,0
well,5991,8,0
also ,5991,9,0
1,5992,0,0
cup,5992,1,0
orange,5992,2,0
juice,5992,3,0
1,5993,0,0
tablespoon,5993,1,0
dried,5993,2,0
parsley,5993,3,0
flakes,5993,4,0
1,5994,0,0
teaspoon,5994,1,0
dried,5994,2,0
oregano,5994,3,0
4,5995,0,0
tablespoons,5995,1,0
ketchup,5995,2,0
or,5995,3,0
4,5995,4,0
tablespoons,5995,5,0
tomato,5995,6,0
sauce,5995,7,0
1,5996,0,0
garlic,5996,1,0
clove ,5996,2,0
peeled,5996,3,0
and,5996,4,0
mashed,5996,5,0
1,5997,0,0
small,5997,1,0
lemon ,5997,2,0
juice,5997,3,0
of,5997,4,0
salt,5998,0,0
and,5998,1,0
pepper,5998,2,0
4,5999,0,0
swordfish,5999,1,0
steaks,5999,2,0
 small,5999,3,0
to,5999,4,0
medium,5999,5,0
steaks ,5999,6,0
or,5999,7,0
4,5999,8,0
tuna,5999,9,0
steaks,5999,10,0
 small,5999,11,0
to,5999,12,0
medium,5999,13,0
steaks ,5999,14,0
3,6007,0,0
cup,6007,1,0
plain,6007,2,0
yogurt,6007,3,0
4,6008,0,0
